bioguide_id,Name,first_name,middle_name,last_name,nickname,Chamber,State,District,Party,start_year,end_year,update_date,image_url
S001196,Elise M. Stefanik,Elise,M.,Stefanik,,House,New York,21,Republican,2015,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/s001196_200.jpg
J000295,David P. Joyce,David,P.,Joyce,,House,Ohio,14,Republican,2013,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/j000295_200.jpg
B001281,Joyce Beatty,Joyce,,Beatty,,House,Ohio,3,Democratic,2013,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/b001281_200.jpg
L000566,Robert E. Latta,Robert,E.,Latta,,House,Ohio,5,Republican,2007,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/l000566_200.jpg
J000289,Jim Jordan,Jim,,Jordan,,House,Ohio,4,Republican,2007,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/j000289_200.jpg
T000469,Paul Tonko,Paul,,Tonko,,House,New York,20,Democratic,2009,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/t000469_200.jpg
N000002,Jerrold Nadler,Jerrold,,Nadler,,House,New York,12,Democratic,1991,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/n000002_200.jpg
T000463,Michael R. Turner,Michael,R.,Turner,,House,Ohio,10,Republican,2003,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/68014c674e51529406f18e56_200.jpg
K000009,Marcy Kaptur,Marcy,,Kaptur,,House,Ohio,9,Democratic,1983,,2025-04-28T13:04:24Z,https://www.congress.gov/img/member/k000009_200.jpg
P000621,Nellie Pou,Nellie,,Pou,,House,New Jersey,9,Democratic,2025,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/67745d3b0b34857ecc909167_200.jpg
G000604,Maggie Goodlander,Maggie,,Goodlander,,House,New Hampshire,2,Democratic,2025,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/678ff62d66bf616cf1a7ce13_200.jpg
G000602,Laura Gillen,Laura,,Gillen,,House,New York,4,Democratic,2025,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/677427de0b34857ecc9090ad_200.jpg
C001136,Herbert C. Conaway,Herbert,C.,Conaway,,House,New Jersey,3,Democratic,2025,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/6774243a0b34857ecc90906b_200.jpg
V000136,Gabe Vasquez,Gabe,,Vasquez,,House,New Mexico,2,Democratic,2023,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/v000136_200.jpg
L000598,Nick LaLota,Nick,,LaLota,,House,New York,1,Republican,2023,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/l000598_200.jpg
K000398,Thomas H. Kean,Thomas,H.,Kean,,House,New Jersey,7,Republican,2023,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/k000398_200.jpg
G000599,Daniel S. Goldman,Daniel,S.,Goldman,,House,New York,10,Democratic,2023,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/g000599_200.jpg
S001218,Melanie A. Stansbury,Melanie,A.,Stansbury,,House,New Mexico,1,Democratic,2021,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/s001218_200.jpg
M000317,Nicole Malliotakis,Nicole,,Malliotakis,,House,New York,11,Republican,2021,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/m000317_200.jpg
L000273,Teresa Leger Fernandez,Teresa,,Leger Fernandez,,House,New Mexico,3,Democratic,2021,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/l000273_200.jpg
G000597,Andrew R. Garbarino,Andrew,R.,Garbarino,,House,New York,2,Republican,2021,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/g000597_200.jpg
L000590,Susie Lee,Susie,,Lee,,House,Nevada,3,Democratic,2019,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/l000590_200.jpg
S001207,Mikie Sherrill,Mikie,,Sherrill,,House,New Jersey,11,Democratic,2019,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/s001207_200.jpg
V000133,Jefferson Van Drew,Jefferson,,Van Drew,,House,New Jersey,2,Republican,2019,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/67c0c39d53fe81a4b3c0cac1_200.jpg
P000614,Chris Pappas,Chris,,Pappas,,House,New Hampshire,1,Democratic,2019,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/p000614_200.jpg
S001201,Thomas R. Suozzi,Thomas,R.,Suozzi,,House,New York,3,Democratic,2017,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/116_rp_ny_3_suozzi_thomas_200.jpg
G000583,Josh Gottheimer,Josh,,Gottheimer,,House,New Jersey,5,Democratic,2017,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/115_rp_nj_5_gottheimer_josh_200.jpg
W000822,Bonnie Watson Coleman,Bonnie,,Watson Coleman,,House,New Jersey,12,Democratic,2015,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/w000822_200.jpg
N000188,Donald Norcross,Donald,,Norcross,,House,New Jersey,1,Democratic,2014,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/n000188_200.jpg
J000294,Hakeem S. Jeffries,Hakeem,S.,Jeffries,,House,New York,8,Democratic,2013,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/j000294_200.jpg
M001188,Grace Meng,Grace,,Meng,,House,New York,6,Democratic,2013,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/m001188_200.jpg
H001066,Steven Horsford,Steven,,Horsford,,House,Nevada,4,Democratic,2019,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/h001066_200.jpg
A000369,Mark E. Amodei,Mark,E.,Amodei,,House,Nevada,2,Republican,2011,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/a000369_200.jpg
C001067,Yvette D. Clarke,Yvette,D.,Clarke,,House,New York,9,Democratic,2007,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/674dfc6b5c48ff736e6e1762_200.jpg
T000468,Dina Titus,Dina,,Titus,,House,Nevada,1,Democratic,2013,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/6809296b6c2e6631263de728_200.jpg
P000034,Frank Pallone,Frank,,Pallone,,House,New Jersey,6,Democratic,1987,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/p000034_200.jpg
M001137,Gregory W. Meeks,Gregory,W.,Meeks,,House,New York,5,Democratic,1997,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/m001137_200.jpg
V000081,Nydia M. Velázquez,Nydia,M.,Velázquez,,House,New York,7,Democratic,1993,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/v000081_200.jpg
S000522,Christopher H. Smith,Christopher,H.,Smith,,House,New Jersey,4,Republican,1981,,2025-04-28T13:04:23Z,https://www.congress.gov/img/member/s000522_200.jpg
M001240,Addison P. McDowell,Addison,P.,McDowell,,House,North Carolina,6,Republican,2025,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/67744e930b34857ecc90914f_200.jpg
M001236,Tim Moore,Tim,,Moore,,House,North Carolina,14,Republican,2025,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/67744a540b34857ecc909137_200.jpg
K000405,Brad Knott,Brad,,Knott,,House,North Carolina,13,Republican,2025,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/67742fc60b34857ecc909101_200.jpg
H001102,Mark Harris,Mark,,Harris,,House,North Carolina,8,Republican,2025,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/67742d1b0b34857ecc9090dd_200.jpg
H001101,Pat Harrigan,Pat,,Harrigan,,House,North Carolina,10,Republican,2025,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/67742ca40b34857ecc9090d7_200.jpg
F000482,Julie Fedorchak,Julie,,Fedorchak,,House,North Dakota,0,Republican,2025,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/677426c20b34857ecc90909b_200.jpg
E000246,Chuck Edwards,Chuck,,Edwards,,House,North Carolina,11,Republican,2023,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/e000246_200.jpg
F000474,Mike Flood,Mike,,Flood,,House,Nebraska,1,Republican,2022,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/67b4de4a61bd80d04553b0a5_200.jpg
B001298,Don Bacon,Don,,Bacon,,House,Nebraska,2,Republican,2017,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/115_rp_ne_2_bacon_don_200.jpg
R000603,David Rouzer,David,,Rouzer,,House,North Carolina,7,Republican,2015,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/r000603_200.jpg
A000370,Alma S. Adams,Alma,S.,Adams,,House,North Carolina,12,Democratic,2014,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/a000370_200.jpg
H001067,Richard Hudson,Richard,,Hudson,,House,North Carolina,9,Republican,2013,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/h001067_200.jpg
S001172,Adrian Smith,Adrian,,Smith,,House,Nebraska,3,Republican,2007,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/s001172_200.jpg
F000450,Virginia Foxx,Virginia,,Foxx,,House,North Carolina,5,Republican,2005,,2025-04-28T13:04:22Z,https://www.congress.gov/img/member/116_rp_nc_5_foxx_virginia_200.jpg
O000177,Robert F. Onder,Robert,F.,Onder,,House,Missouri,3,Republican,2025,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/67744f970b34857ecc909161_200.jpg
M001234,Kelly Morrison,Kelly,,Morrison,,House,Minnesota,3,Democratic,2025,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/677449a70b34857ecc90912b_200.jpg
D000634,Troy Downing,Troy,,Downing,,House,Montana,2,Republican,2025,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/677424da0b34857ecc909077_200.jpg
B001324,Wesley Bell,Wesley,,Bell,,House,Missouri,1,Democratic,2025,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/677422240b34857ecc90904a_200.jpg
J000307,John James,John,,James,,House,Michigan,10,Republican,2023,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/j000307_200.jpg
E000235,Mike Ezell,Mike,,Ezell,,House,Mississippi,4,Republican,2023,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/e000235_200.jpg
D000230,Donald G. Davis,Donald,G.,Davis,,House,North Carolina,1,Democratic,2023,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/d000230_200.jpg
B001316,Eric Burlison,Eric,,Burlison,,House,Missouri,7,Republican,2023,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/b001316_200.jpg
A000379,Mark Alford,Mark,,Alford,,House,Missouri,4,Republican,2023,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/a000379_200.jpg
F000475,Brad Finstad,Brad,,Finstad,,House,Minnesota,1,Republican,2022,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/f000475_200.jpg
R000305,Deborah K. Ross,Deborah,K.,Ross,,House,North Carolina,2,Democratic,2021,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/r000305_200.jpg
F000470,Michelle Fischbach,Michelle,,Fischbach,,House,Minnesota,7,Republican,2021,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/f000470_200.jpg
M001210,Gregory F. Murphy,Gregory,F.,Murphy,,House,North Carolina,3,Republican,2019,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/m001210_200.jpg
G000591,Michael Guest,Michael,,Guest,,House,Mississippi,3,Republican,2019,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/g000591_200.jpg
S001212,Pete Stauber,Pete,,Stauber,,House,Minnesota,8,Republican,2019,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/s001212_200.jpg
O000173,Ilhan Omar,Ilhan,,Omar,,House,Minnesota,5,Democratic,2019,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/o000173_200.jpg
C001119,Angie Craig,Angie,,Craig,,House,Minnesota,2,Democratic,2019,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/c001119_200.jpg
T000481,Rashida Tlaib,Rashida,,Tlaib,,House,Michigan,12,Democratic,2019,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/t000481_200.jpg
S001215,Haley M. Stevens,Haley,M.,Stevens,,House,Michigan,11,Democratic,2019,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/s001215_200.jpg
K000388,Trent Kelly,Trent,,Kelly,,House,Mississippi,1,Republican,2015,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/116_rp_ms_1_kelly_trent_200.jpg
Z000018,Ryan K. Zinke,Ryan,K.,Zinke,,House,Montana,1,Republican,2023,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/117_rp_mt_1_zinke_ryan_200.jpg
E000294,Tom Emmer,Tom,,Emmer,,House,Minnesota,6,Republican,2015,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/e000294_200.jpg
W000812,Ann Wagner,Ann,,Wagner,,House,Missouri,2,Republican,2013,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/w000812_200.jpg
S001195,Jason Smith,Jason,,Smith,,House,Missouri,8,Republican,2013,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/s001195_200.jpg
T000193,Bennie G. Thompson,Bennie,G.,Thompson,,House,Mississippi,2,Democratic,1993,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/t000193_200.jpg
C001061,Emanuel Cleaver,Emanuel,,Cleaver,,House,Missouri,5,Democratic,2005,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/116_rp_mo_5_cleaver_emanuel_200.jpg
G000546,Sam Graves,Sam,,Graves,,House,Missouri,6,Republican,2001,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/g000546_200.jpg
M001143,Betty McCollum,Betty,,McCollum,,House,Minnesota,4,Democratic,2001,,2025-04-28T13:04:21Z,https://www.congress.gov/img/member/116_rp_mn_4_mccollum_betty_200.jpg
O000176,Johnny Olszewski,Johnny,,Olszewski,,House,Maryland,2,Democratic,2025,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/67744f4e0b34857ecc90915b_200.jpg
M001237,Kristen McDonald Rivet,Kristen,,McDonald Rivet,,House,Michigan,8,Democratic,2025,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/67744afa0b34857ecc90913d_200.jpg
M001232,April McClain Delaney,April,,McClain Delaney,,House,Maryland,6,Democratic,2025,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/677446d80b34857ecc90911f_200.jpg
E000301,Sarah Elfreth,Sarah,,Elfreth,,House,Maryland,3,Democratic,2025,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/677425dc0b34857ecc909089_200.jpg
B001321,Tom Barrett,Tom,,Barrett,,House,Michigan,7,Republican,2025,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/6774207d0b34857ecc909034_200.jpg
I000058,Glenn Ivey,Glenn,,Ivey,,House,Maryland,4,Democratic,2023,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/i000058_200.jpg
M001136,Lisa C. McClain,Lisa,C.,McClain,,House,Michigan,9,Republican,2021,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/677836d41658e791a384976d_200.jpg
A000148,Jake Auchincloss,Jake,,Auchincloss,,House,Massachusetts,4,Democratic,2021,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/67817e391f9ad6ea6fb1ebda_200.jpg
G000592,Jared F. Golden,Jared,F.,Golden,,House,Maine,2,Democratic,2019,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/g000592_200.jpg
P000617,Ayanna Pressley,Ayanna,,Pressley,,House,Massachusetts,7,Democratic,2019,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/p000617_200.jpg
T000482,Lori Trahan,Lori,,Trahan,,House,Massachusetts,3,Democratic,2019,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/t000482_200.jpg
B001301,Jack Bergman,Jack,,Bergman,,House,Michigan,1,Republican,2017,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/b001301_200.jpg
R000606,Jamie Raskin,Jamie,,Raskin,,House,Maryland,8,Democratic,2017,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/r000606_200.jpg
D000624,Debbie Dingell,Debbie,,Dingell,,House,Michigan,6,Democratic,2015,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/d000624_200.jpg
M001194,John R. Moolenaar,John,R.,Moolenaar,,House,Michigan,2,Republican,2015,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/m001194_200.jpg
M001196,Seth Moulton,Seth,,Moulton,,House,Massachusetts,6,Democratic,2015,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/m001196_200.jpg
C001101,Katherine M. Clark,Katherine,M.,Clark,,House,Massachusetts,5,Democratic,2013,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/c001101_200.jpg
H001058,Bill Huizenga,Bill,,Huizenga,,House,Michigan,4,Republican,2011,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/h001058_200.jpg
H001052,Andy Harris,Andy,,Harris,,House,Maryland,1,Republican,2011,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/117_rp_md_1_harris_andy_200.jpg
K000375,William R. Keating,William,R.,Keating,,House,Massachusetts,9,Democratic,2011,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/k000375_200.jpg
W000798,Tim Walberg,Tim,,Walberg,,House,Michigan,5,Republican,2011,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/w000798_200.jpg
P000597,Chellie Pingree,Chellie,,Pingree,,House,Maine,1,Democratic,2009,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/p000597_200.jpg
M000312,James P. McGovern,James,P.,McGovern,,House,Massachusetts,2,Democratic,1997,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/117_rp_ma_2_mcgovern_james_200.jpg
N000015,Richard E. Neal,Richard,E.,Neal,,House,Massachusetts,1,Democratic,1989,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/n000015_200.jpg
M000687,Kweisi Mfume,Kweisi,,Mfume,,House,Maryland,7,Democratic,2020,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/m000687_200.jpg
L000562,Stephen F. Lynch,Stephen,F.,Lynch,,House,Massachusetts,8,Democratic,2001,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/l000562_200.jpg
F000110,Cleo Fields,Cleo,,Fields,,House,Louisiana,6,Democratic,2025,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/677426250b34857ecc90908f_200.jpg
H000874,Steny H. Hoyer,Steny,H.,Hoyer,,House,Maryland,5,Democratic,1981,,2025-04-28T13:04:20Z,https://www.congress.gov/img/member/116_rp_md_5_hoyer_steny_200.jpg
S001229,Jefferson Shreve,Jefferson,,Shreve,,House,Indiana,6,Republican,2025,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/67745f0e0b34857ecc90918b_200.jpg
S001228,Derek Schmidt,Derek,,Schmidt,,House,Kansas,2,Republican,2025,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/67745ec50b34857ecc909185_200.jpg
S001225,Eric Sorensen,Eric,,Sorensen,,House,Illinois,17,Democratic,2023,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/s001225_200.jpg
M001220,Morgan McGarvey,Morgan,,McGarvey,,House,Kentucky,3,Democratic,2023,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/m001220_200.jpg
H001093,Erin Houchin,Erin,,Houchin,,House,Indiana,9,Republican,2023,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/h001093_200.jpg
B001315,Nikki Budzinski,Nikki,,Budzinski,,House,Illinois,13,Democratic,2023,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/b001315_200.jpg
Y000067,Rudy Yakym,Rudy,,Yakym,,House,Indiana,2,Republican,2022,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/y000067_200.jpg
C001125,Troy A. Carter,Troy,A.,Carter,,House,Louisiana,2,Democratic,2021,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/c001125_200.jpg
L000595,Julia Letlow,Julia,,Letlow,,House,Louisiana,5,Republican,2021,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/l000595_200.jpg
S000929,Victoria Spartz,Victoria,,Spartz,,House,Indiana,5,Republican,2021,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/s000929_200.jpg
M001214,Frank J. Mrvan,Frank,J.,Mrvan,,House,Indiana,1,Democratic,2021,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/m001214_200.jpg
M001211,Mary E. Miller,Mary,E.,Miller,,House,Illinois,15,Republican,2021,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/m001211_200.jpg
M000871,Tracey Mann,Tracey,,Mann,,House,Kansas,1,Republican,2021,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/m000871_200.jpg
D000629,Sharice Davids,Sharice,,Davids,,House,Kansas,3,Democratic,2019,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/d000629_200.jpg
B001307,James R. Baird,James,R.,Baird,,House,Indiana,4,Republican,2019,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/b001307_200.jpg
U000040,Lauren Underwood,Lauren,,Underwood,,House,Illinois,14,Democratic,2019,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/u000040_200.jpg
E000298,Ron Estes,Ron,,Estes,,House,Kansas,4,Republican,2017,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/e000298_200.jpg
H001077,Clay Higgins,Clay,,Higgins,,House,Louisiana,3,Republican,2017,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/h001077_200.jpg
C001108,James Comer,James,,Comer,,House,Kentucky,1,Republican,2016,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/c001108_200.jpg
L000585,Darin LaHood,Darin,,LaHood,,House,Illinois,16,Republican,2015,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/115_rp_il_18_lahood_darin_200.jpg
B001295,Mike Bost,Mike,,Bost,,House,Illinois,12,Republican,2015,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/b001295_200.jpg
B001282,Andy Barr,Andy,,Barr,,House,Kentucky,6,Republican,2013,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/b001282_200.jpg
M001184,Thomas Massie,Thomas,,Massie,,House,Kentucky,4,Republican,2012,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/m001184_200.jpg
S001188,Marlin A. Stutzman,Marlin,A.,Stutzman,,House,Indiana,3,Republican,2025,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/67745e7e0b34857ecc90917f_200.jpg
G000558,Brett Guthrie,Brett,,Guthrie,,House,Kentucky,2,Republican,2009,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/g000558_200.jpg
S001176,Steve Scalise,Steve,,Scalise,,House,Louisiana,1,Republican,2008,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/s001176_200.jpg
F000454,Bill Foster,Bill,,Foster,,House,Illinois,11,Democratic,2013,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/f000454_200.jpg
C001072,André Carson,André,,Carson,,House,Indiana,7,Democratic,2008,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/c001072_200.jpg
R000395,Harold Rogers,Harold,,Rogers,,House,Kentucky,5,Republican,1981,,2025-04-28T13:04:19Z,https://www.congress.gov/img/member/r000395_200.jpg
J000311,Brian Jack,Brian,,Jack,,House,Georgia,3,Republican,2025,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/67742e330b34857ecc9090ef_200.jpg
T000487,Jill N. Tokuda,Jill,N.,Tokuda,,House,Hawaii,2,Democratic,2023,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/t000487_200.jpg
N000193,Zachary Nunn,Zachary,,Nunn,,House,Iowa,3,Republican,2023,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/n000193_200.jpg
M001218,Richard McCormick,Richard,,McCormick,,House,Georgia,7,Republican,2023,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/m001218_200.jpg
J000309,Jonathan L. Jackson,Jonathan,L.,Jackson,,House,Illinois,1,Democratic,2023,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/j000309_200.jpg
C001129,Mike Collins,Mike,,Collins,,House,Georgia,10,Republican,2023,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/c001129_200.jpg
W000788,Nikema Williams,Nikema,,Williams,,House,Georgia,5,Democratic,2021,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/w000788_200.jpg
M001215,Mariannette Miller-Meeks,Mariannette,,Miller-Meeks,,House,Iowa,1,Republican,2021,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/m001215_200.jpg
H001091,Ashley Hinson,Ashley,,Hinson,,House,Iowa,2,Republican,2021,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/677ed0c7514c773869b6b920_200.jpg
G000596,Marjorie Taylor Greene,Marjorie,Taylor,Greene,,House,Georgia,14,Republican,2021,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/g000596_200.jpg
F000446,Randy Feenstra,Randy,,Feenstra,,House,Iowa,4,Republican,2021,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/f000446_200.jpg
C001116,Andrew S. Clyde,Andrew,S.,Clyde,,House,Georgia,9,Republican,2021,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/c001116_200.jpg
C001117,Sean Casten,Sean,,Casten,,House,Illinois,6,Democratic,2019,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/c001117_200.jpg
G000586,"Jesús G. ""Chuy"" García",Jesús,G.,García,Chuy,House,Illinois,4,Democratic,2019,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/g000586_200.jpg
F000469,Russ Fulcher,Russ,,Fulcher,,House,Idaho,1,Republican,2019,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/f000469_200.jpg
M001208,Lucy McBath,Lucy,,McBath,,House,Georgia,6,Democratic,2019,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/m001208_200.jpg
K000391,Raja Krishnamoorthi,Raja,,Krishnamoorthi,,House,Illinois,8,Democratic,2017,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/k000391_200.jpg
A000372,Rick W. Allen,Rick,W.,Allen,,House,Georgia,12,Republican,2015,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/a000372_200.jpg
L000583,Barry Loudermilk,Barry,,Loudermilk,,House,Georgia,11,Republican,2015,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/115_rp_ga_11_loudermilk_barry_200.jpg
S001190,Bradley Scott Schneider,Bradley,Scott,Schneider,,House,Illinois,10,Democratic,2017,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/s001190_200.jpg
S001189,Austin Scott,Austin,,Scott,,House,Georgia,8,Republican,2011,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/s001189_200.jpg
J000288,"Henry C. ""Hank"" Johnson",Henry,C.,Johnson,Hank,House,Georgia,4,Democratic,2007,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/j000288_200.jpg
Q000023,Mike Quigley,Mike,,Quigley,,House,Illinois,5,Democratic,2009,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/q000023_200.jpg
K000385,Robin L. Kelly,Robin,L.,Kelly,,House,Illinois,2,Democratic,2013,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/116_rp_il_2_kelly_robin_200.jpg
S001148,Michael K. Simpson,Michael,K.,Simpson,,House,Idaho,2,Republican,1999,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/678152c81f9ad6ea6fb1eb7f_200.jpg
