bioguide_id,Name,first_name,middle_name,last_name,nickname,Chamber,State,District,Party,start_year,end_year,update_date,image_url
M001176,Jeff Merkley,Jeff,,Merkley,,Senate,Oregon,,Democratic,2009,,2025-03-09T12:42:22Z,https://www.congress.gov/img/member/m001176_200.jpg
M000133,Edward J. Markey,Edward,J.,Markey,,Senate,Massachusetts,,Democratic,2013,,2025-03-09T12:42:22Z,https://www.congress.gov/img/member/m000133_200.jpg
M000355,Mitch McConnell,Mitch,,McConnell,,Senate,Kentucky,,Republican,1985,,2025-03-09T12:42:22Z,https://www.congress.gov/img/member/m000355_200.jpg
K000383,Angus S. King,Angus,S.,King,,Senate,Maine,,Independent,2013,,2025-03-09T12:42:21Z,https://www.congress.gov/img/member/k000383_200.jpg
K000367,Amy Klobuchar,Amy,,Klobuchar,,Senate,Minnesota,,Democratic,2007,,2025-03-09T12:42:21Z,https://www.congress.gov/img/member/k000367_200.jpg
L000577,Mike Lee,Mike,,Lee,,Senate,Utah,,Republican,2011,,2025-03-09T12:42:21Z,https://www.congress.gov/img/member/l000577_200.jpg
L000575,James Lankford,James,,Lankford,,Senate,Oklahoma,,Republican,2015,,2025-03-09T12:42:21Z,https://www.congress.gov/img/member/l000575_200.jpg
K000377,Mark Kelly,Mark,,Kelly,,Senate,Arizona,,Democratic,2020,,2025-03-09T12:42:20Z,https://www.congress.gov/img/member/k000377_200.jpg
K000393,John Kennedy,John,,Kennedy,,Senate,Louisiana,,Republican,2017,,2025-03-09T12:42:20Z,https://www.congress.gov/img/member/k000393_200.jpg
K000384,Tim Kaine,Tim,,Kaine,,Senate,Virginia,,Democratic,2013,,2025-03-09T12:42:20Z,https://www.congress.gov/img/member/k000384_200.jpg
J000312,James C. Justice,James,C.,Justice,,Senate,West Virginia,,Republican,2025,,2025-03-09T12:42:19Z,https://www.congress.gov/img/member/67c86b5e6159152e59828b1a_200.jpg
H001079,Cindy Hyde-Smith,Cindy,,Hyde-Smith,,Senate,Mississippi,,Republican,2018,,2025-03-09T12:42:19Z,https://www.congress.gov/img/member/h001079_200.jpg
J000293,Ron Johnson,Ron,,Johnson,,Senate,Wisconsin,,Republican,2011,,2025-03-09T12:42:19Z,https://www.congress.gov/img/member/j000293_200.jpg
H001061,John Hoeven,John,,Hoeven,,Senate,North Dakota,,Republican,2011,,2025-03-09T12:42:19Z,https://www.congress.gov/img/member/h001061_200.jpg
H001042,Mazie K. Hirono,Mazie,K.,Hirono,,Senate,Hawaii,,Democratic,2013,,2025-03-09T12:42:19Z,https://www.congress.gov/img/member/h001042_200.jpg
H000273,John W. Hickenlooper,John,W.,Hickenlooper,,Senate,Colorado,,Democratic,2021,,2025-03-09T12:42:18Z,https://www.congress.gov/img/member/h000273_200.jpg
H000601,Bill Hagerty,Bill,,Hagerty,,Senate,Tennessee,,Republican,2021,,2025-03-09T12:42:18Z,https://www.congress.gov/img/member/h000601_200.jpg
H001076,Margaret Wood Hassan,Margaret,Wood,Hassan,,Senate,New Hampshire,,Democratic,2017,,2025-03-09T12:42:18Z,https://www.congress.gov/img/member/h001076_200.jpg
H001046,Martin Heinrich,Martin,,Heinrich,,Senate,New Mexico,,Democratic,2013,,2025-03-09T12:42:18Z,https://www.congress.gov/img/member/h001046_200.jpg
G000386,Chuck Grassley,Chuck,,Grassley,,Senate,Iowa,,Republican,1981,,2025-03-09T12:42:18Z,https://www.congress.gov/img/member/g000386_200.jpg
F000479,John Fetterman,John,,Fetterman,,Senate,Pennsylvania,,Democratic,2023,,2025-03-09T12:42:17Z,https://www.congress.gov/img/member/f000479_200.jpg
G000574,Ruben Gallego,Ruben,,Gallego,,Senate,Arizona,,Democratic,2025,,2025-03-09T12:42:17Z,https://www.congress.gov/img/member/c6870f487cf4bc9a568d8afbe61d754b_200.jpg
F000463,Deb Fischer,Deb,,Fischer,,Senate,Nebraska,,Republican,2013,,2025-03-09T12:42:17Z,https://www.congress.gov/img/member/669ec7925d19788d1f2034a1_200.jpg
G000555,Kirsten E. Gillibrand,Kirsten,E.,Gillibrand,,Senate,New York,,Democratic,2009,,2025-03-09T12:42:17Z,https://www.congress.gov/img/member/g000555_200.jpg
G000359,Lindsey Graham,Lindsey,,Graham,,Senate,South Carolina,,Republican,2003,,2025-03-09T12:42:17Z,https://www.congress.gov/img/member/g000359_200.jpg
E000295,Joni Ernst,Joni,,Ernst,,Senate,Iowa,,Republican,2015,,2025-03-09T12:42:16Z,https://www.congress.gov/img/member/e000295_200.jpg
C001098,Ted Cruz,Ted,,Cruz,,Senate,Texas,,Republican,2013,,2025-03-09T12:42:16Z,https://www.congress.gov/img/member/c001098_200.jpg
D000618,Steve Daines,Steve,,Daines,,Senate,Montana,,Republican,2015,,2025-03-09T12:42:16Z,https://www.congress.gov/img/member/d000618_200.jpg
D000622,Tammy Duckworth,Tammy,,Duckworth,,Senate,Illinois,,Democratic,2017,,2025-03-09T12:42:16Z,https://www.congress.gov/img/member/d000622_200.jpg
D000563,Richard J. Durbin,Richard,J.,Durbin,,Senate,Illinois,,Democratic,1997,,2025-03-09T12:42:16Z,https://www.congress.gov/img/member/d000563_200.jpg
C000880,Mike Crapo,Mike,,Crapo,,Senate,Idaho,,Republican,1999,,2025-03-09T12:42:16Z,https://www.congress.gov/img/member/c000880_200.jpg
C001113,Catherine Cortez Masto,Catherine,,Cortez Masto,,Senate,Nevada,,Democratic,2017,,2025-03-09T12:42:15Z,https://www.congress.gov/img/member/c001113_200.jpg
C001096,Kevin Cramer,Kevin,,Cramer,,Senate,North Dakota,,Republican,2019,,2025-03-09T12:42:15Z,https://www.congress.gov/img/member/c001096_200.jpg
C001095,Tom Cotton,Tom,,Cotton,,Senate,Arkansas,,Republican,2015,,2025-03-09T12:42:15Z,https://www.congress.gov/img/member/c001095_200.jpg
C001056,John Cornyn,John,,Cornyn,,Senate,Texas,,Republican,2002,,2025-03-09T12:42:15Z,https://www.congress.gov/img/member/c001056_200.jpg
C001088,Christopher A. Coons,Christopher,A.,Coons,,Senate,Delaware,,Democratic,2010,,2025-03-09T12:42:14Z,https://www.congress.gov/img/member/c001088_200.jpg
C001075,Bill Cassidy,Bill,,Cassidy,,Senate,Louisiana,,Republican,2015,,2025-03-09T12:42:14Z,https://www.congress.gov/img/member/c001075_200.jpg
C001035,Susan M. Collins,Susan,M.,Collins,,Senate,Maine,,Republican,1997,,2025-03-09T12:42:14Z,https://www.congress.gov/img/member/c001035_200.jpg
C001047,Shelley Moore Capito,Shelley,Moore,Capito,,Senate,West Virginia,,Republican,2015,,2025-03-09T12:42:14Z,https://www.congress.gov/img/member/c001047_200.jpg
C000127,Maria Cantwell,Maria,,Cantwell,,Senate,Washington,,Democratic,2001,,2025-03-09T12:42:14Z,https://www.congress.gov/img/member/c000127_200.jpg
B001303,Lisa Blunt Rochester,Lisa,,Blunt Rochester,,Senate,Delaware,,Democratic,2025,,2025-03-09T12:42:13Z,https://www.congress.gov/img/member/b001303_200.jpg
B001288,Cory A. Booker,Cory,A.,Booker,,Senate,New Jersey,,Democratic,2013,,2025-03-09T12:42:13Z,https://www.congress.gov/img/member/b001288_200.jpg
B001277,Richard Blumenthal,Richard,,Blumenthal,,Senate,Connecticut,,Democratic,2011,,2025-03-09T12:42:13Z,https://www.congress.gov/img/member/b001277_200.jpg
B001236,John Boozman,John,,Boozman,,Senate,Arkansas,,Republican,2011,,2025-03-09T12:42:13Z,https://www.congress.gov/img/member/b001236_200.jpg
B001261,John Barrasso,John,,Barrasso,,Senate,Wyoming,,Republican,2007,,2025-03-09T12:42:12Z,https://www.congress.gov/img/member/b001261_200.jpg
B001267,Michael F. Bennet,Michael,F.,Bennet,,Senate,Colorado,,Democratic,2009,,2025-03-09T12:42:12Z,https://www.congress.gov/img/member/b001267_200.jpg
B001230,Tammy Baldwin,Tammy,,Baldwin,,Senate,Wisconsin,,Democratic,2013,,2025-03-09T12:42:12Z,https://www.congress.gov/img/member/b001230_200.jpg
B001243,Marsha Blackburn,Marsha,,Blackburn,,Senate,Tennessee,,Republican,2019,,2025-03-09T12:42:12Z,https://www.congress.gov/img/member/b001243_200.jpg
